username,full_text,Full Text,Case Folding,Text Cleaning,Tokenizing,Normalization,Stemming,Text Filtering,polarity_score,sentimen
tawakkaI,@dinaskegelapan @justfloyd_ @xikael__ Tah mun anggapan na siga kitu balik deui ka pertanyaan na golput termasuk ego atau nteu? Jang memilih sebenerna kan teu perlu keberpihakan? Ngacu ka statement netral nu anggapan na manehna apal nu minim mudharatna nu mana,@dinaskegelapan @justfloyd_ @xikael__ Tah mun anggapan na siga kitu balik deui ka pertanyaan na golput termasuk ego atau nteu? Jang memilih sebenerna kan teu perlu keberpihakan? Ngacu ka statement netral nu anggapan na manehna apal nu minim mudharatna nu mana,@dinaskegelapan @justfloyd_ @xikael__ tah mun anggapan na siga kitu balik deui ka pertanyaan na golput termasuk ego atau nteu? jang memilih sebenerna kan teu perlu keberpihakan? ngacu ka statement netral nu anggapan na manehna apal nu minim mudharatna nu mana,tah mun anggapan na siga kitu balik deui ka pertanyaan na golput termasuk ego atau nteu jang memilih sebenerna kan teu perlu keberpihakan ngacu ka statement netral nu anggapan na manehna apal nu minim mudharatna nu mana,"['tah', 'mun', 'anggapan', 'na', 'siga', 'kitu', 'balik', 'deui', 'ka', 'pertanyaan', 'na', 'golput', 'termasuk', 'ego', 'atau', 'nteu', 'jang', 'memilih', 'sebenerna', 'kan', 'teu', 'perlu', 'keberpihakan', 'ngacu', 'ka', 'statement', 'netral', 'nu', 'anggapan', 'na', 'manehna', 'apal', 'nu', 'minim', 'mudharatna', 'nu', 'mana']","['teh', 'mun', 'anggapan', 'nya', 'siga', 'kitu', 'balik', 'deui', 'kak', 'pertanyaan', 'nya', 'golput', 'termasuk', 'ego', 'atau', 'nteu', 'jang', 'memilih', 'sebenerna', 'kan', 'teu', 'perlu', 'keberpihakan', 'ngacu', 'kak', 'statement', 'netral', 'nu', 'anggapan', 'nya', 'manehna', 'hapal', 'nu', 'minim', 'mudharatna', 'nu', 'mana']","['teh', 'mun', 'anggap', 'nya', 'siga', 'kitu', 'balik', 'deui', 'kak', 'tanya', 'nya', 'golput', 'masuk', 'ego', 'atau', 'nteu', 'jang', 'pilih', 'sebenerna', 'kan', 'teu', 'perlu', 'pihak', 'ngacu', 'kak', 'statement', 'netral', 'nu', 'anggap', 'nya', 'manehna', 'hapal', 'nu', 'minim', 'mudharatna', 'nu', 'mana']","['teh', 'mun', 'anggap', 'nya', 'siga', 'kitu', 'balik', 'deui', 'kak', 'tanya', 'nya', 'golput', 'masuk', 'ego', 'nteu', 'jang', 'pilih', 'sebenerna', 'teu', 'perlu', 'pihak', 'ngacu', 'kak', 'statement', 'netral', 'nu', 'anggap', 'nya', 'manehna', 'hapal', 'nu', 'minim', 'mudharatna', 'nu', 'mana']",0.0,netral
dinaskegelapan,@justfloyd_ @tawakkaI @xikael__ Aya isu anies antek asing di riset keputusan mk nu bisa di setir di riser kasus wadas di riset jadi ketika milih nya bener bener apal nu goblogna minim nu mana lain golput karena fomo atau sosoan jadi antifa,@justfloyd_ @tawakkaI @xikael__ Aya isu anies antek asing di riset keputusan mk nu bisa di setir di riser kasus wadas di riset jadi ketika milih nya bener bener apal nu goblogna minim nu mana lain golput karena fomo atau sosoan jadi antifa,@justfloyd_ @tawakkai @xikael__ aya isu anies antek asing di riset keputusan mk nu bisa di setir di riser kasus wadas di riset jadi ketika milih nya bener bener apal nu goblogna minim nu mana lain golput karena fomo atau sosoan jadi antifa,aya isu anies antek asing di riset keputusan mk nu bisa di setir di riser kasus wadas di riset jadi ketika milih nya bener bener apal nu goblogna minim nu mana lain golput karena fomo atau sosoan jadi antifa,"['aya', 'isu', 'anies', 'antek', 'asing', 'di', 'riset', 'keputusan', 'mk', 'nu', 'bisa', 'di', 'setir', 'di', 'riser', 'kasus', 'wadas', 'di', 'riset', 'jadi', 'ketika', 'milih', 'nya', 'bener', 'bener', 'apal', 'nu', 'goblogna', 'minim', 'nu', 'mana', 'lain', 'golput', 'karena', 'fomo', 'atau', 'sosoan', 'jadi', 'antifa']","['aya', 'isu', 'anies', 'antek', 'asing', 'di', 'riset', 'keputusan', 'maka', 'nu', 'bisa', 'di', 'setir', 'di', 'riser', 'kasus', 'wadas', 'di', 'riset', 'jadi', 'ketika', 'memilih', 'nya', 'benar', 'benar', 'hapal', 'nu', 'goblogna', 'minim', 'nu', 'mana', 'lain', 'golput', 'karena', 'fomo', 'atau', 'sosoan', 'jadi', 'antifa']","['aya', 'isu', 'anies', 'antek', 'asing', 'di', 'riset', 'putus', 'maka', 'nu', 'bisa', 'di', 'setir', 'di', 'riser', 'kasus', 'wadas', 'di', 'riset', 'jadi', 'ketika', 'pilih', 'nya', 'benar', 'benar', 'hapal', 'nu', 'goblogna', 'minim', 'nu', 'mana', 'lain', 'golput', 'karena', 'fomo', 'atau', 'sosoan', 'jadi', 'antifa']","['aya', 'isu', 'anies', 'antek', 'asing', 'riset', 'putus', 'nu', 'setir', 'riser', 'kasus', 'wadas', 'riset', 'pilih', 'nya', 'benar', 'benar', 'hapal', 'nu', 'goblogna', 'minim', 'nu', 'mana', 'golput', 'fomo', 'sosoan', 'antifa']",-2.0,negatif
isoskdkfofkalak,@Joker_Ulosowo Itu lah sebabnya knp saya konsisten golput sd saat ini. Golput forever..,@Joker_Ulosowo Itu lah sebabnya knp saya konsisten golput sd saat ini. Golput forever..,@joker_ulosowo itu lah sebabnya knp saya konsisten golput sd saat ini. golput forever..,itu lah sebabnya knp saya konsisten golput sd saat ini golput forever,"['itu', 'lah', 'sebabnya', 'knp', 'saya', 'konsisten', 'golput', 'sd', 'saat', 'ini', 'golput', 'forever']","['itu', 'lah', 'sebabnya', 'kenapa', 'saya', 'konsisten', 'golput', 'sd', 'saat', 'ini', 'golput', 'forever']","['itu', 'lah', 'sebab', 'kenapa', 'saya', 'konsisten', 'golput', 'sd', 'saat', 'ini', 'golput', 'forever']","['lah', 'konsisten', 'golput', 'sd', 'golput', 'forever']",3.0,positif
synyster_81,@RaniKancana Golput,@RaniKancana Golput,@ranikancana golput,golput,['golput'],['golput'],['golput'],['golput'],1.0,positif
SCP_0869,Jujur aja lah anjink gw kemaren golput maaf soalnya dari 3 paslon nggak ada yg cocok. Tapi tiap scroll ig gw selalu nemu si ibu² jilbab merah tapi bukan pendukung pdi dia dukung si anis..... Jujur kasian gw ibu² di bikin gila... Yg bikin gw lebih emosi lagi bentar nggak muat.,Jujur aja lah anjink gw kemaren golput maaf soalnya dari 3 paslon nggak ada yg cocok. Tapi tiap scroll ig gw selalu nemu si ibu² jilbab merah tapi bukan pendukung pdi dia dukung si anis..... Jujur kasian gw ibu² di bikin gila... Yg bikin gw lebih emosi lagi bentar nggak muat.,jujur aja lah anjink gw kemaren golput maaf soalnya dari 3 paslon nggak ada yg cocok. tapi tiap scroll ig gw selalu nemu si ibu² jilbab merah tapi bukan pendukung pdi dia dukung si anis..... jujur kasian gw ibu² di bikin gila... yg bikin gw lebih emosi lagi bentar nggak muat.,jujur aja lah anjink gw kemaren golput maaf soalnya dari paslon nggak ada yg cocok tapi tiap scroll ig gw selalu nemu si ibu jilbab merah tapi bukan pendukung pdi dia dukung si anis jujur kasian gw ibu di bikin gila yg bikin gw lebih emosi lagi bentar nggak muat,"['jujur', 'aja', 'lah', 'anjink', 'gw', 'kemaren', 'golput', 'maaf', 'soalnya', 'dari', 'paslon', 'nggak', 'ada', 'yg', 'cocok', 'tapi', 'tiap', 'scroll', 'ig', 'gw', 'selalu', 'nemu', 'si', 'ibu', 'jilbab', 'merah', 'tapi', 'bukan', 'pendukung', 'pdi', 'dia', 'dukung', 'si', 'anis', 'jujur', 'kasian', 'gw', 'ibu', 'di', 'bikin', 'gila', 'yg', 'bikin', 'gw', 'lebih', 'emosi', 'lagi', 'bentar', 'nggak', 'muat']","['jujur', 'saja', 'lah', 'anjink', 'saya', 'kemarin', 'golput', 'maaf', 'soalnya', 'dari', 'paslon', 'tidak', 'ada', 'yang', 'cocok', 'tapi', 'tiap', 'scroll', 'ig', 'saya', 'selalu', 'nemu', 'sih', 'ibu', 'jilbab', 'merah', 'tapi', 'bukan', 'pendukung', 'pdi', 'dia', 'dukung', 'sih', 'anis', 'jujur', 'kasihan', 'saya', 'ibu', 'di', 'bikin', 'gila', 'yang', 'bikin', 'saya', 'lebih', 'emosi', 'lagi', 'bentar', 'tidak', 'muat']","['jujur', 'saja', 'lah', 'anjink', 'saya', 'kemarin', 'golput', 'maaf', 'soal', 'dari', 'paslon', 'tidak', 'ada', 'yang', 'cocok', 'tapi', 'tiap', 'scroll', 'ig', 'saya', 'selalu', 'nemu', 'sih', 'ibu', 'jilbab', 'merah', 'tapi', 'bukan', 'dukung', 'pdi', 'dia', 'dukung', 'sih', 'anis', 'jujur', 'kasihan', 'saya', 'ibu', 'di', 'bikin', 'gila', 'yang', 'bikin', 'saya', 'lebih', 'emosi', 'lagi', 'bentar', 'tidak', 'muat']","['jujur', 'lah', 'anjink', 'kemarin', 'golput', 'maaf', 'soal', 'paslon', 'tidak', 'cocok', 'tiap', 'scroll', 'ig', 'selalu', 'nemu', 'ibu', 'jilbab', 'merah', 'bukan', 'dukung', 'pdi', 'dukung', 'anis', 'jujur', 'kasihan', 'ibu', 'bikin', 'gila', 'bikin', 'emosi', 'bentar', 'tidak', 'muat']",2.3999999999999995,positif
tawakkaI,@justfloyd_ @dinaskegelapan @xikael__ Mencari pov nu lain ieu teh a dule bisi rerencangan aya nu kitu. Atau bisa jadi golput pedah tuntutan pekerjaan(?) soalna abi pas tgl 14 ulin loba sales toko anu teu nyoblos ai ningal ti jadi na nu barersih mah. Tah mun variabel na beragam kan berarti bisa jadi aya perbedaan,@justfloyd_ @dinaskegelapan @xikael__ Mencari pov nu lain ieu teh a dule bisi rerencangan aya nu kitu. Atau bisa jadi golput pedah tuntutan pekerjaan(?) soalna abi pas tgl 14 ulin loba sales toko anu teu nyoblos ai ningal ti jadi na nu barersih mah. Tah mun variabel na beragam kan berarti bisa jadi aya perbedaan,@justfloyd_ @dinaskegelapan @xikael__ mencari pov nu lain ieu teh a dule bisi rerencangan aya nu kitu. atau bisa jadi golput pedah tuntutan pekerjaan(?) soalna abi pas tgl 14 ulin loba sales toko anu teu nyoblos ai ningal ti jadi na nu barersih mah. tah mun variabel na beragam kan berarti bisa jadi aya perbedaan,mencari pov nu lain ieu teh a dule bisi rerencangan aya nu kitu atau bisa jadi golput pedah tuntutan pekerjaan soalna abi pas tgl ulin loba sales toko anu teu nyoblos ai ningal ti jadi na nu barersih mah tah mun variabel na beragam kan berarti bisa jadi aya perbedaan,"['mencari', 'pov', 'nu', 'lain', 'ieu', 'teh', 'a', 'dule', 'bisi', 'rerencangan', 'aya', 'nu', 'kitu', 'atau', 'bisa', 'jadi', 'golput', 'pedah', 'tuntutan', 'pekerjaan', 'soalna', 'abi', 'pas', 'tgl', 'ulin', 'loba', 'sales', 'toko', 'anu', 'teu', 'nyoblos', 'ai', 'ningal', 'ti', 'jadi', 'na', 'nu', 'barersih', 'mah', 'tah', 'mun', 'variabel', 'na', 'beragam', 'kan', 'berarti', 'bisa', 'jadi', 'aya', 'perbedaan']","['mencari', 'pov', 'nu', 'lain', 'ieu', 'teh', 'a', 'dule', 'bisi', 'rerencangan', 'aya', 'nu', 'kitu', 'atau', 'bisa', 'jadi', 'golput', 'pedah', 'tuntutan', 'pekerjaan', 'soalna', 'abi', 'pas', 'tanggal', 'ulin', 'loba', 'sales', 'toko', 'anu', 'teu', 'nyoblos', 'ai', 'ningal', 'ti', 'jadi', 'nya', 'nu', 'barersih', 'mah', 'teh', 'mun', 'variabel', 'nya', 'beragam', 'kan', 'berarti', 'bisa', 'jadi', 'aya', 'perbedaan']","['cari', 'pov', 'nu', 'lain', 'ieu', 'teh', 'a', 'dule', 'bis', 'rencang', 'aya', 'nu', 'kitu', 'atau', 'bisa', 'jadi', 'golput', 'dah', 'tuntut', 'kerja', 'soalna', 'abi', 'pas', 'tanggal', 'ulin', 'loba', 'sales', 'toko', 'anu', 'teu', 'nyoblos', 'ai', 'ningal', 'ti', 'jadi', 'nya', 'nu', 'barersih', 'mah', 'teh', 'mun', 'variabel', 'nya', 'agam', 'kan', 'arti', 'bisa', 'jadi', 'aya', 'beda']","['cari', 'pov', 'nu', 'ieu', 'teh', 'a', 'dule', 'bis', 'rencang', 'aya', 'nu', 'kitu', 'golput', 'dah', 'tuntut', 'kerja', 'soalna', 'abi', 'pas', 'tanggal', 'ulin', 'loba', 'sales', 'toko', 'teu', 'nyoblos', 'ai', 'ningal', 'ti', 'nya', 'nu', 'barersih', 'mah', 'teh', 'mun', 'variabel', 'nya', 'agam', 'arti', 'aya', 'beda']",0.0,netral
tawakkaI,@dinaskegelapan @xikael__ Golput teh salah satu bentuk ketidakpercayaan terhadap paslon lain? Ai nuturkeun agama mah geus jadi kewajiban milih pemimpin anu terbaik karena eweuh nu terbaik berarti nu pang saeutik mudharat na. Jadi mun golput berarti nuturkeun ego sorangan? Atau kumaha?,@dinaskegelapan @xikael__ Golput teh salah satu bentuk ketidakpercayaan terhadap paslon lain? Ai nuturkeun agama mah geus jadi kewajiban milih pemimpin anu terbaik karena eweuh nu terbaik berarti nu pang saeutik mudharat na. Jadi mun golput berarti nuturkeun ego sorangan? Atau kumaha?,@dinaskegelapan @xikael__ golput teh salah satu bentuk ketidakpercayaan terhadap paslon lain? ai nuturkeun agama mah geus jadi kewajiban milih pemimpin anu terbaik karena eweuh nu terbaik berarti nu pang saeutik mudharat na. jadi mun golput berarti nuturkeun ego sorangan? atau kumaha?,golput teh salah satu bentuk ketidakpercayaan terhadap paslon lain ai nuturkeun agama mah geus jadi kewajiban milih pemimpin anu terbaik karena eweuh nu terbaik berarti nu pang saeutik mudharat na jadi mun golput berarti nuturkeun ego sorangan atau kumaha,"['golput', 'teh', 'salah', 'satu', 'bentuk', 'ketidakpercayaan', 'terhadap', 'paslon', 'lain', 'ai', 'nuturkeun', 'agama', 'mah', 'geus', 'jadi', 'kewajiban', 'milih', 'pemimpin', 'anu', 'terbaik', 'karena', 'eweuh', 'nu', 'terbaik', 'berarti', 'nu', 'pang', 'saeutik', 'mudharat', 'na', 'jadi', 'mun', 'golput', 'berarti', 'nuturkeun', 'ego', 'sorangan', 'atau', 'kumaha']","['golput', 'teh', 'salah', 'satu', 'bentuk', 'ketidakpercayaan', 'terhadap', 'paslon', 'lain', 'ai', 'nuturkeun', 'agama', 'mah', 'geus', 'jadi', 'kewajiban', 'memilih', 'pemimpin', 'anu', 'terbaik', 'karena', 'eweuh', 'nu', 'terbaik', 'berarti', 'nu', 'pang', 'saeutik', 'mudharat', 'nya', 'jadi', 'mun', 'golput', 'berarti', 'nuturkeun', 'ego', 'sorangan', 'atau', 'kumaha']","['golput', 'teh', 'salah', 'satu', 'bentuk', 'ketidakpercayaan', 'hadap', 'paslon', 'lain', 'ai', 'nuturkeun', 'agama', 'mah', 'geus', 'jadi', 'wajib', 'pilih', 'pimpin', 'anu', 'baik', 'karena', 'eweuh', 'nu', 'baik', 'arti', 'nu', 'pang', 'saeutik', 'mudharat', 'nya', 'jadi', 'mun', 'golput', 'arti', 'nuturkeun', 'ego', 'sorang', 'atau', 'maha']","['golput', 'teh', 'salah', 'satu', 'bentuk', 'ketidakpercayaan', 'hadap', 'paslon', 'ai', 'nuturkeun', 'agama', 'mah', 'geus', 'wajib', 'pilih', 'pimpin', 'baik', 'eweuh', 'nu', 'baik', 'arti', 'nu', 'pang', 'saeutik', 'mudharat', 'nya', 'mun', 'golput', 'arti', 'nuturkeun', 'ego', 'sorang', 'maha']",0.0,netral
dinaskegelapan,@tawakkaI @xikael__ Nu ek dikedepankeuna naon tinu golput coba?,@tawakkaI @xikael__ Nu ek dikedepankeuna naon tinu golput coba?,@tawakkai @xikael__ nu ek dikedepankeuna naon tinu golput coba?,nu ek dikedepankeuna naon tinu golput coba,"['nu', 'ek', 'dikedepankeuna', 'naon', 'tinu', 'golput', 'coba']","['nu', 'ek', 'dikedepankeuna', 'naon', 'tinu', 'golput', 'coba']","['nu', 'ek', 'dikedepankeuna', 'naon', 'tinu', 'golput', 'coba']","['nu', 'ek', 'dikedepankeuna', 'naon', 'tinu', 'golput', 'coba']",1.0,positif
rrprst,@__PASMANTAP Enaknya Golput bisa senggol kanan kiri tengah Semuanya curang yg membedakan cuma yg 01 03 kalah dan 02 yang menang. Gimana gak panas duit ratusan M abis sibuk membangun citra kalah sama bapak joget gemoy sama ,@__PASMANTAP Enaknya Golput bisa senggol kanan kiri tengah Semuanya curang yg membedakan cuma yg 01 03 kalah dan 02 yang menang. Gimana gak panas duit ratusan M abis sibuk membangun citra kalah sama bapak joget gemoy sama ,@__pasmantap enaknya golput bisa senggol kanan kiri tengah semuanya curang yg membedakan cuma yg 01 03 kalah dan 02 yang menang. gimana gak panas duit ratusan m abis sibuk membangun citra kalah sama bapak joget gemoy sama ,enaknya golput bisa senggol kanan kiri tengah semuanya curang yg membedakan cuma yg kalah dan yang menang gimana gak panas duit ratusan m abis sibuk membangun citra kalah sama bapak joget gemoy sama,"['enaknya', 'golput', 'bisa', 'senggol', 'kanan', 'kiri', 'tengah', 'semuanya', 'curang', 'yg', 'membedakan', 'cuma', 'yg', 'kalah', 'dan', 'yang', 'menang', 'gimana', 'gak', 'panas', 'duit', 'ratusan', 'm', 'abis', 'sibuk', 'membangun', 'citra', 'kalah', 'sama', 'bapak', 'joget', 'gemoy', 'sama']","['enaknya', 'golput', 'bisa', 'senggol', 'kanan', 'kiri', 'tengah', 'semuanya', 'curang', 'yang', 'membedakan', 'cuma', 'yang', 'kalah', 'dan', 'yang', 'menang', 'bagaimana', 'enggak', 'panas', 'duit', 'ratusan', 'sama', 'habis', 'sibuk', 'membangun', 'citra', 'kalah', 'sama', 'bapak', 'joget', 'gemoy', 'sama']","['enak', 'golput', 'bisa', 'senggol', 'kanan', 'kiri', 'tengah', 'semua', 'curang', 'yang', 'beda', 'cuma', 'yang', 'kalah', 'dan', 'yang', 'menang', 'bagaimana', 'enggak', 'panas', 'duit', 'ratus', 'sama', 'habis', 'sibuk', 'bangun', 'citra', 'kalah', 'sama', 'bapak', 'joget', 'gemoy', 'sama']","['enak', 'golput', 'senggol', 'kanan', 'kiri', 'tengah', 'semua', 'curang', 'beda', 'kalah', 'menang', 'bagaimana', 'enggak', 'panas', 'duit', 'ratus', 'habis', 'sibuk', 'bangun', 'citra', 'kalah', 'bapak', 'joget', 'gemoy']",-1.0,negatif
tawakkaI,@dinaskegelapan @xikael__ Golput termasuk ego teu sih,@dinaskegelapan @xikael__ Golput termasuk ego teu sih,@dinaskegelapan @xikael__ golput termasuk ego teu sih,golput termasuk ego teu sih,"['golput', 'termasuk', 'ego', 'teu', 'sih']","['golput', 'termasuk', 'ego', 'teu', 'sih']","['golput', 'masuk', 'ego', 'teu', 'sih']","['golput', 'masuk', 'ego', 'teu']",1.0,positif
Eko_barzan,@semutetangga @__PASMANTAP Kalo yang golput nyoblos bisa 70%,@semutetangga @__PASMANTAP Kalo yang golput nyoblos bisa 70%,@semutetangga @__pasmantap kalo yang golput nyoblos bisa 70%,kalo yang golput nyoblos bisa,"['kalo', 'yang', 'golput', 'nyoblos', 'bisa']","['kalo', 'yang', 'golput', 'nyoblos', 'bisa']","['kalo', 'yang', 'golput', 'nyoblos', 'bisa']","['kalo', 'golput', 'nyoblos']",0.0,netral
lasseoyo,@MomonMotov59313 @afif_harun6666 @hutama_wishnu @lstmirror @dragoeinside @Muhammad_Saewad Ahh okayy.. (merasa lega) Wkwk soalnya percuma kalo di twitter yg dukung 02 dgn punya kepentingan kan gak subjektif bgt apa2 dibelain gak dicerna dulu. Buat rakyat kayak gw mah emg dapet apasii walopun 2014 gw jkw tp 2019 golput soalnya udh mulai gamasuk akal omnibus law,@MomonMotov59313 @afif_harun6666 @hutama_wishnu @lstmirror @dragoeinside @Muhammad_Saewad Ahh okayy.. (merasa lega) Wkwk soalnya percuma kalo di twitter yg dukung 02 dgn punya kepentingan kan gak subjektif bgt apa2 dibelain gak dicerna dulu. Buat rakyat kayak gw mah emg dapet apasii walopun 2014 gw jkw tp 2019 golput soalnya udh mulai gamasuk akal omnibus law,@momonmotov59313 @afif_harun6666 @hutama_wishnu @lstmirror @dragoeinside @muhammad_saewad ahh okayy.. (merasa lega) wkwk soalnya percuma kalo di twitter yg dukung 02 dgn punya kepentingan kan gak subjektif bgt apa2 dibelain gak dicerna dulu. buat rakyat kayak gw mah emg dapet apasii walopun 2014 gw jkw tp 2019 golput soalnya udh mulai gamasuk akal omnibus law,ahh okayy merasa lega wkwk soalnya percuma kalo di twitter yg dukung dgn punya kepentingan kan gak subjektif bgt apa dibelain gak dicerna dulu buat rakyat kayak gw mah emg dapet apasii walopun gw jkw tp golput soalnya udh mulai gamasuk akal omnibus law,"['ahh', 'okayy', 'merasa', 'lega', 'wkwk', 'soalnya', 'percuma', 'kalo', 'di', 'twitter', 'yg', 'dukung', 'dgn', 'punya', 'kepentingan', 'kan', 'gak', 'subjektif', 'bgt', 'apa', 'dibelain', 'gak', 'dicerna', 'dulu', 'buat', 'rakyat', 'kayak', 'gw', 'mah', 'emg', 'dapet', 'apasii', 'walopun', 'gw', 'jkw', 'tp', 'golput', 'soalnya', 'udh', 'mulai', 'gamasuk', 'akal', 'omnibus', 'law']","['ah', 'okayy', 'merasa', 'lega', 'wkwk', 'soalnya', 'percuma', 'kalo', 'di', 'twitter', 'yang', 'dukung', 'dengan', 'punya', 'kepentingan', 'kan', 'enggak', 'subjektif', 'banget', 'apa', 'dibelain', 'enggak', 'dicerna', 'dulu', 'buat', 'rakyat', 'kayak', 'saya', 'mah', 'memang', 'dapat', 'apasii', 'walopun', 'saya', 'jkw', 'tapi', 'golput', 'soalnya', 'sudah', 'mulai', 'gamasuk', 'akal', 'omnibus', 'law']","['ah', 'okayy', 'rasa', 'lega', 'wkwk', 'soal', 'percuma', 'kalo', 'di', 'twitter', 'yang', 'dukung', 'dengan', 'punya', 'penting', 'kan', 'enggak', 'subjektif', 'banget', 'apa', 'bain', 'enggak', 'cerna', 'dulu', 'buat', 'rakyat', 'kayak', 'saya', 'mah', 'memang', 'dapat', 'apasii', 'walopun', 'saya', 'jkw', 'tapi', 'golput', 'soal', 'sudah', 'mulai', 'gamasuk', 'akal', 'omnibus', 'law']","['ah', 'okayy', 'rasa', 'lega', 'wkwk', 'soal', 'percuma', 'kalo', 'twitter', 'dukung', 'punya', 'penting', 'enggak', 'subjektif', 'banget', 'bain', 'enggak', 'cerna', 'dulu', 'buat', 'rakyat', 'kayak', 'mah', 'memang', 'apasii', 'walopun', 'jkw', 'golput', 'soal', 'mulai', 'gamasuk', 'akal', 'omnibus', 'law']",2.0,positif
DimasAj75944893,@triono_aji @AkunBuya @aniesbaswedan Yakin ge bakalan golput pilpres seumur hidup kalo kalah yg ini.,@triono_aji @AkunBuya @aniesbaswedan Yakin ge bakalan golput pilpres seumur hidup kalo kalah yg ini.,@triono_aji @akunbuya @aniesbaswedan yakin ge bakalan golput pilpres seumur hidup kalo kalah yg ini.,yakin ge bakalan golput pilpres seumur hidup kalo kalah yg ini,"['yakin', 'ge', 'bakalan', 'golput', 'pilpres', 'seumur', 'hidup', 'kalo', 'kalah', 'yg', 'ini']","['yakin', 'ge', 'bakalan', 'golput', 'pilpres', 'seumur', 'hidup', 'kalo', 'kalah', 'yang', 'ini']","['yakin', 'ge', 'bakal', 'golput', 'pilpres', 'umur', 'hidup', 'kalo', 'kalah', 'yang', 'ini']","['yakin', 'ge', 'bakal', 'golput', 'pilpres', 'umur', 'hidup', 'kalo', 'kalah']",1.0,positif
ejja46358608,@julian17426 UNTUNG GW GOLPUT.JADI GAK MERASA RUGI DAN GW UDAH PINDAH NEGARA,@julian17426 UNTUNG GW GOLPUT.JADI GAK MERASA RUGI DAN GW UDAH PINDAH NEGARA,@julian17426 untung gw golput.jadi gak merasa rugi dan gw udah pindah negara,untung gw golputjadi gak merasa rugi dan gw udah pindah negara,"['untung', 'gw', 'golputjadi', 'gak', 'merasa', 'rugi', 'dan', 'gw', 'udah', 'pindah', 'negara']","['untung', 'saya', 'golputjadi', 'enggak', 'merasa', 'rugi', 'dan', 'saya', 'sudah', 'pindah', 'negara']","['untung', 'saya', 'golputjadi', 'enggak', 'rasa', 'rugi', 'dan', 'saya', 'sudah', 'pindah', 'negara']","['untung', 'golputjadi', 'enggak', 'rasa', 'rugi', 'pindah', 'negara']",-1.0,negatif
viddaaaa,@anggadwia_ kebetulan sy golput tp mau nanya mas nya udh tau blm pihak yg minta ngubah peraturan batasan usia nya?,@anggadwia_ kebetulan sy golput tp mau nanya mas nya udh tau blm pihak yg minta ngubah peraturan batasan usia nya?,@anggadwia_ kebetulan sy golput tp mau nanya mas nya udh tau blm pihak yg minta ngubah peraturan batasan usia nya?,kebetulan sy golput tp mau nanya mas nya udh tau blm pihak yg minta ngubah peraturan batasan usia nya,"['kebetulan', 'sy', 'golput', 'tp', 'mau', 'nanya', 'mas', 'nya', 'udh', 'tau', 'blm', 'pihak', 'yg', 'minta', 'ngubah', 'peraturan', 'batasan', 'usia', 'nya']","['kebetulan', 'saya', 'golput', 'tapi', 'mau', 'bertanya', 'mas', 'nya', 'sudah', 'tau', 'belum', 'pihak', 'yang', 'meminta', 'ngubah', 'peraturan', 'batasan', 'usia', 'nya']","['betul', 'saya', 'golput', 'tapi', 'mau', 'tanya', 'mas', 'nya', 'sudah', 'tau', 'belum', 'pihak', 'yang', 'minta', 'ngubah', 'atur', 'batas', 'usia', 'nya']","['betul', 'golput', 'mau', 'tanya', 'mas', 'nya', 'tau', 'belum', 'pihak', 'minta', 'ngubah', 'atur', 'batas', 'usia', 'nya']",1.0,positif
